"FullName","Name","CreationTime","LastWriteTime","Length","Attributes"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\TEAMS that Did not win\AI Engineers\Sent\Appendix A2 Cert of a Contractor_signed.pdf","Appendix A2 Cert of a Contractor_signed.pdf","1/17/2025 8:52:20 AM","1/8/2025 10:59:38 AM","184246","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\TEAMS that Did not win\AI Engineers\Sent\KLD_Appendix A3 Cert of a Subcontractor.pdf","KLD_Appendix A3 Cert of a Subcontractor.pdf","1/17/2025 8:51:57 AM","12/30/2024 10:33:19 PM","180995","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\TEAMS that Did not win\ARORA and ASSOCIATES, P.C\Appendix A3 Cert of a Subcontractor-KLD.pdf","Appendix A3 Cert of a Subcontractor-KLD.pdf","1/24/2025 8:53:37 PM","1/7/2025 8:12:27 PM","180786","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\TEAMS that Did not win\ARORA and ASSOCIATES, P.C\KLD_Appendix A3 Cert of a Subcontractor.pdf","KLD_Appendix A3 Cert of a Subcontractor.pdf","1/24/2025 8:51:09 PM","12/30/2024 10:33:19 PM","180995","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\TEAMS that Did not win\ARORA and ASSOCIATES, P.C\From A&A\Appendix A2 Cert of a Contractor..pdf","Appendix A2 Cert of a Contractor..pdf","1/23/2025 5:09:37 PM","1/23/2025 5:09:38 PM","133958","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\TEAMS that Did not win\ARORA and ASSOCIATES, P.C\Sent\Appendix A2 Cert of a Contractor_signed.pdf","Appendix A2 Cert of a Contractor_signed.pdf","1/24/2025 8:53:37 PM","1/8/2025 10:59:38 AM","184246","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\TEAMS that Did not win\ARORA and ASSOCIATES, P.C\Sent\Appendix A3 Cert of a Subcontractor-KLD.pdf","Appendix A3 Cert of a Subcontractor-KLD.pdf","1/17/2025 8:08:00 AM","1/17/2025 8:08:00 AM","180786","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\TEAMS that Did not win\Arup\From_Arup\NYCDOT ESA-Arup-Appendix A3 Cert of a Subcontractor.pdf","NYCDOT ESA-Arup-Appendix A3 Cert of a Subcontractor.pdf","12/20/2024 6:27:00 AM","12/20/2024 6:27:00 AM","136929","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\TEAMS that Did not win\Arup\Sent\NYCDOT ESA-Arup-Appendix A3 Cert of a Subcontractor_KLD.pdf","NYCDOT ESA-Arup-Appendix A3 Cert of a Subcontractor_KLD.pdf","12/20/2024 10:10:11 AM","12/20/2024 10:10:13 AM","145532","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\TEAMS that Did not win\H&H\From_HH\Appendix A3 Cert of a Subcontractor.pdf","Appendix A3 Cert of a Subcontractor.pdf","12/20/2024 8:49:55 AM","12/20/2024 8:49:55 AM","136929","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\TEAMS that Did not win\H&H\Sent\KLD_Appendix A3 Cert of a Subcontractor.pdf","KLD_Appendix A3 Cert of a Subcontractor.pdf","12/30/2024 11:01:35 PM","12/30/2024 10:33:19 PM","180995","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\TEAMS that Did not win\Parsons-Bailed\NEW YORK STATE CONTRACT SYSTEM - MBE Status.pdf","NEW YORK STATE CONTRACT SYSTEM - MBE Status.pdf","12/26/2024 2:21:42 PM","12/11/2024 7:53:40 PM","148390","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\TEAMS that Did not win\Parsons-Bailed\Submission\1_M_WBE Certifications\NEW YORK STATE CONTRACT SYSTEM - MBE Status.pdf","NEW YORK STATE CONTRACT SYSTEM - MBE Status.pdf","12/30/2024 1:54:21 PM","12/11/2024 7:53:40 PM","148390","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\TEAMS that Did not win\STV-VHB\From_STV\Appendix A2 Cert of a Contractor.pdf","Appendix A2 Cert of a Contractor.pdf","1/7/2025 7:36:46 PM","1/7/2025 7:36:46 PM","136910","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\TEAMS that Did not win\STV-VHB\From_STV\Appendix A3 Cert of a Subcontractor.pdf","Appendix A3 Cert of a Subcontractor.pdf","1/7/2025 7:36:46 PM","1/7/2025 7:36:46 PM","136929","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\TEAMS that Did not win\STV-VHB\Sent\Appendix A2 Cert of a Contractor_signed.pdf","Appendix A2 Cert of a Contractor_signed.pdf","1/8/2025 10:59:37 AM","1/8/2025 10:59:38 AM","184246","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\TEAMS that Did not win\STV-VHB\Sent\Appendix A3 Cert of a Subcontractor-KLD.pdf","Appendix A3 Cert of a Subcontractor-KLD.pdf","1/7/2025 8:12:27 PM","1/7/2025 8:12:27 PM","180786","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\Tylin (SSE)\From_Tylin\FIRM NAME_Appendix A2 Cert of a Contractor..pdf","FIRM NAME_Appendix A2 Cert of a Contractor..pdf","1/20/2025 2:50:33 PM","1/20/2025 2:50:33 PM","136910","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\Tylin (SSE)\From_Tylin\FIRM NAME_Appendix A3 Cert of a Subcontractor.pdf","FIRM NAME_Appendix A3 Cert of a Subcontractor.pdf","12/20/2024 8:52:00 AM","12/20/2024 8:52:00 AM","136929","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\Tylin (SSE)\PreAward\Sent\Appendix A2 Cert of a Contractor_signed.pdf","Appendix A2 Cert of a Contractor_signed.pdf","1/20/2025 2:51:23 PM","1/8/2025 10:59:38 AM","184246","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2024_ESA_Planning\Tylin (SSE)\PreAward\Sent\KLD_Appendix A3 Cert of a Subcontractor.pdf","KLD_Appendix A3 Cert of a Subcontractor.pdf","12/30/2024 10:33:20 PM","12/30/2024 10:33:19 PM","180995","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2025_ITS_ESA\Pre-Award\RFP\Appendix B Proposed Contractual Agreement.pdf","Appendix B Proposed Contractual Agreement.pdf","10/30/2025 1:14:16 AM","10/30/2025 1:14:16 AM","458457","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\2025_ITS_ESA\Pre-Award\RFP\MacBridePrinciplesProvisionsContractorsRider(1).pdf","MacBridePrinciplesProvisionsContractorsRider(1).pdf","10/30/2025 1:13:54 AM","10/30/2025 1:13:54 AM","68645","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\854_HDR_EMTS\Invoicing\Contract Notes.PNG","Contract Notes.PNG","4/5/2016 9:38:12 AM","4/5/2016 9:38:12 AM","390082","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\854_HDR_EMTS\SI-2000_Moved_to_ESA_URS_2011\11 130108.NYC DOT ESA Contract Rates - KLD Engineering.pdf","11 130108.NYC DOT ESA Contract Rates - KLD Engineering.pdf","4/5/2016 10:37:03 AM","4/5/2016 10:37:03 AM","58168","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\875_Weidlinger_QBB\875 Budget_Discussions\201601016 KLD -- Subcontractor Profile Form (rev 8 26 15).xlsx","201601016 KLD -- Subcontractor Profile Form (rev 8 26 15).xlsx","7/4/2016 9:37:19 PM","7/4/2016 9:37:19 PM","56920","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\875_Weidlinger_QBB\875.2 2020-May\SCP-099d -QBB Replacement of Upper Roadways (Contract 10) 4th Amendment.pdf","SCP-099d -QBB Replacement of Upper Roadways (Contract 10) 4th Amendment.pdf","12/31/4500 7:00:00 PM","5/12/2020 2:46:26 PM","442697","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\875_Weidlinger_QBB\Invoices\SI-2000\2022\Archive\KLD-FY2022_New to Contract_02062023.xls","KLD-FY2022_New to Contract_02062023.xls","2/6/2023 3:38:02 PM","2/6/2023 3:42:11 PM","1119744","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\875_Weidlinger_QBB\Invoices\SI-2000\2023\archive\Sent_03312023\KLD-FY2022_New to Contract_03242023.xls","KLD-FY2022_New to Contract_03242023.xls","3/27/2023 8:38:31 AM","3/31/2023 9:50:04 AM","1547776","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Contract Timeline.docx","Contract Timeline.docx","3/2/2020 4:50:00 PM","3/2/2020 4:54:16 PM","284781","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\AAP21LL NYS and similar\2025\3.Subcontractor profile form -- TO4 .xlsx","3.Subcontractor profile form -- TO4 .xlsx","3/26/2025 9:15:35 PM","3/26/2025 9:15:35 PM","58452","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Meetings\20221219\221220.NYCDOT.ESA-Task-8-TrafficSimulation.Contractual Fee_Rev2_with Original Hours.pdf","221220.NYCDOT.ESA-Task-8-TrafficSimulation.Contractual Fee_Rev2_with Original Hours.pdf","12/20/2022 11:08:39 AM","12/20/2022 11:08:40 AM","232472","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Meetings\20221219\221220.NYCDOT.ESA-Task-8-TrafficSimulation.Contractual Fee_Rev2_with Original Hours.xlsx","221220.NYCDOT.ESA-Task-8-TrafficSimulation.Contractual Fee_Rev2_with Original Hours.xlsx","12/20/2022 11:08:38 AM","12/20/2022 11:08:39 AM","62925","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Misc\2022-2023 EAB Related Items\230120.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev10.xlsx","230120.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev10.xlsx","1/27/2023 1:04:58 PM","1/27/2023 1:04:58 PM","175891","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Misc\2022-2023 EAB Related Items\230120.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev10_BY_FIRM.pdf","230120.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev10_BY_FIRM.pdf","1/27/2023 1:04:57 PM","1/27/2023 1:04:58 PM","540343","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Misc\2022-2023 EAB Related Items\230120.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev9.pdf","230120.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev9.pdf","1/27/2023 12:04:11 PM","1/27/2023 12:04:11 PM","812731","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Misc\2022-2023 EAB Related Items\230120.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev9_BY_FIRM.pdf","230120.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev9_BY_FIRM.pdf","1/27/2023 12:04:08 PM","1/27/2023 12:04:08 PM","237357","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Misc\2022-2023 EAB Related Items\230120.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev9_Reorder_Only.xlsx","230120.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev9_Reorder_Only.xlsx","1/27/2023 12:04:10 PM","1/27/2023 12:04:10 PM","176294","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Misc\2022-2023 EAB Related Items\APPENDIX_D_230120.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev10.pdf","APPENDIX_D_230120.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev10.pdf","1/27/2023 1:04:59 PM","1/27/2023 1:05:00 PM","813836","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\SI-2000\1051 SI-2000 prep\ITS ESA HDR Contract SI 2000 Approval Scenarios (1).xlsx","ITS ESA HDR Contract SI 2000 Approval Scenarios (1).xlsx","7/6/2020 10:24:33 AM","7/6/2020 10:24:34 AM","19376","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\SI-2000\All Task SI-2000\SI2000_KLD FY_2023_NewToContract.pdf","SI2000_KLD FY_2023_NewToContract.pdf","9/29/2022 9:53:55 AM","9/29/2022 11:32:04 AM","309885","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\SI-2000\All Task SI-2000\SI2000_KLD FY_2023_NewToContract.xls","SI2000_KLD FY_2023_NewToContract.xls","9/29/2022 9:05:01 AM","9/29/2022 9:39:13 AM","41472","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\SI-2000\All Task SI-2000\OLD\SI2000_KLD FY_2023_NewToContract_FS.xls","SI2000_KLD FY_2023_NewToContract_FS.xls","9/29/2022 9:05:01 AM","12/8/2022 3:23:01 PM","40448","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\SI-2000\All Task SI-2000\Sent\FY2023 NewToContract","FY2023 NewToContract","11/2/2023 2:15:26 PM","12/8/2022 3:21:25 PM",,"Directory"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\SI-2000\All Task SI-2000\Sent\FY2023 NewToContract\SI2000_KLD FY_2023_NewToContract.pdf","SI2000_KLD FY_2023_NewToContract.pdf","9/29/2022 11:39:28 AM","9/29/2022 11:32:04 AM","309885","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\SI-2000\All Task SI-2000\Sent\FY2023 NewToContract\SI2000_KLD FY_2023_NewToContract.xls","SI2000_KLD FY_2023_NewToContract.xls","9/29/2022 11:39:26 AM","9/29/2022 9:39:13 AM","41472","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\SI-2000\OLD\ITS ESA HDR Contract SI 2000 Approval Scenarios.xlsx","ITS ESA HDR Contract SI 2000 Approval Scenarios.xlsx","6/19/2020 5:08:25 PM","6/19/2020 5:08:26 PM","19376","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Subconsultant agreements\Attachment A-1_NYCDOT ITS Contract TF01ESA5_redacted_.pdf","Attachment A-1_NYCDOT ITS Contract TF01ESA5_redacted_.pdf","5/20/2026 11:18:47 AM","5/20/2026 11:18:53 AM","24302010","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Subconsultant agreements\Executed Master SubContract-KLD Eng_NYCDOT-ITS_TF01ESA5_SIGNED_06.1.2019.pdf","Executed Master SubContract-KLD Eng_NYCDOT-ITS_TF01ESA5_SIGNED_06.1.2019.pdf","5/20/2026 11:18:45 AM","5/20/2026 11:18:45 AM","702256","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Subconsultant agreements\2020\Executed Master SubContract-KLD Eng_NYCDOT-ITS_TF01ESA5_SIGNED_02.06.20.pdf","Executed Master SubContract-KLD Eng_NYCDOT-ITS_TF01ESA5_SIGNED_02.06.20.pdf","4/3/2020 11:40:56 AM","4/3/2020 11:40:57 AM","702256","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Subconsultant agreements\2020\NYCDOT ITS Contract TF01ESA5_redacted.pdf","NYCDOT ITS Contract TF01ESA5_redacted.pdf","1/29/2020 10:48:55 AM","1/29/2020 10:48:55 AM","24336649","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO1_NYCDOT_MDA_Staffing_Task_Order\T01 Sub Agreement\210520.TO1 Traffic Simulation_KLD - Subcontract Completion Notice.pdf","210520.TO1 Traffic Simulation_KLD - Subcontract Completion Notice.pdf","5/28/2021 5:20:47 PM","6/1/2021 8:22:00 AM","85941","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO1_NYCDOT_MDA_Staffing_Task_Order\T01 Sub Agreement\210520.TO1 Traffic Simulation_KLD - Subcontract Completion Notice_Signed.pdf","210520.TO1 Traffic Simulation_KLD - Subcontract Completion Notice_Signed.pdf","5/28/2021 5:20:47 PM","6/1/2021 8:21:36 AM","156746","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO2_Retiming\For Next Contract","For Next Contract","1/25/2024 12:49:15 PM","10/7/2024 8:09:21 AM",,"Directory"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO2_Retiming\Subcontract","Subcontract","11/2/2023 2:16:26 PM","7/15/2024 8:49:44 PM",,"Directory"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO2_Retiming\PASSPort_NYCDOT City Traffic Signal Progression Project_Perf Evaluation 2024_Luigi_ACCEPTED_5-16-2025.pdf","PASSPort_NYCDOT City Traffic Signal Progression Project_Perf Evaluation 2024_Luigi_ACCEPTED_5-16-2025.pdf","5/19/2025 8:58:31 AM","5/19/2025 8:58:32 AM","779896","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO2_Retiming\Invoices\4T recon companion\February 2023\221221.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev5.xlsx","221221.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev5.xlsx","12/21/2022 8:59:09 PM","12/21/2022 8:59:10 PM","170117","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO2_Retiming\Invoices\4T recon companion\February 2023\OLD\221201.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev4_ModKLD.xlsx","221201.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev4_ModKLD.xlsx","12/16/2022 9:13:07 AM","12/17/2022 9:29:23 PM","180313","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO2_Retiming\Invoices\4T recon companion\February 2023\OLD\From HDR\221201.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev4_with Original Hours.xlsx","221201.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev4_with Original Hours.xlsx","12/16/2022 6:37:05 AM","12/16/2022 6:37:06 AM","179709","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO2_Retiming\Invoices\4T recon companion\February 2023\OLD\From HDR\221219.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev5_with Original Hours.xlsx","221219.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev5_with Original Hours.xlsx","12/20/2022 10:25:38 AM","12/20/2022 10:25:39 AM","180632","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO2_Retiming\Invoices\4T recon companion\February 2023\Working Files\221221.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev5_to_KLD.xlsx","221221.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev5_to_KLD.xlsx","12/21/2022 6:25:27 PM","12/21/2022 6:25:28 PM","172478","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO2_Retiming\Invoices\4T recon companion\February 2023\Working Files\221221.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev5_to_KLD_ST.xlsx","221221.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev5_to_KLD_ST.xlsx","12/21/2022 7:08:05 PM","12/21/2022 7:57:28 PM","172424","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO2_Retiming\Invoices\NCFT and 4T recon companion\February 2023\221221.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev5.xlsx","221221.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev5.xlsx","12/21/2022 8:59:09 PM","12/21/2022 8:59:10 PM","170117","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO2_Retiming\Invoices\NCFT and 4T recon companion\February 2023\OLD\221201.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev4_ModKLD.xlsx","221201.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev4_ModKLD.xlsx","12/16/2022 9:13:07 AM","12/17/2022 9:29:23 PM","180313","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO2_Retiming\Invoices\NCFT and 4T recon companion\February 2023\OLD\From HDR\221201.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev4_with Original Hours.xlsx","221201.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev4_with Original Hours.xlsx","12/16/2022 6:37:05 AM","12/16/2022 6:37:06 AM","179709","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO2_Retiming\Invoices\NCFT and 4T recon companion\February 2023\OLD\From HDR\221219.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev5_with Original Hours.xlsx","221219.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev5_with Original Hours.xlsx","12/20/2022 10:25:38 AM","12/20/2022 10:25:39 AM","180632","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO2_Retiming\Invoices\NCFT and 4T recon companion\February 2023\Working Files\221221.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev5_to_KLD.xlsx","221221.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev5_to_KLD.xlsx","12/21/2022 6:25:27 PM","12/21/2022 6:25:28 PM","172478","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO2_Retiming\Invoices\NCFT and 4T recon companion\February 2023\Working Files\221221.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev5_to_KLD_ST.xlsx","221221.NYCDOT.ESA-Task-2-TrafficSignalProgression.Contractual Fee_Rev5_to_KLD_ST.xlsx","12/21/2022 7:08:05 PM","12/21/2022 7:57:28 PM","172424","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO2_Retiming\Subcontract\Subcontractor Profile Form -- TO2.pdf","Subcontractor Profile Form -- TO2.pdf","7/2/2024 8:34:23 AM","7/2/2024 8:45:47 AM","864397","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO2_Retiming\Subcontract\Other - non-KLD forms\Subcontractor Profile Form.pdf","Subcontractor Profile Form.pdf","7/1/2024 3:16:20 PM","7/1/2024 3:16:21 PM","423745","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO4_Video Analytics\Contracts","Contracts","11/2/2023 2:16:27 PM","1/31/2025 4:11:24 PM",,"Directory"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2019\TO4_Video Analytics\Contracts\Executed Master SubContract-KLD Eng_NYCDOT-ITS_TF01ESA5_SIGNED_02.06.20.pdf","Executed Master SubContract-KLD Eng_NYCDOT-ITS_TF01ESA5_SIGNED_02.06.20.pdf","12/31/4500 7:00:00 PM","5/5/2020 4:41:09 PM","702256","Archive"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2020\TO5_NYCDOT_Staffing_Task_Order_Phase2\Contract docs","Contract docs","11/2/2023 2:44:54 PM","11/16/2023 3:58:04 PM",,"Directory"
"F:\Bids and Proposals\Past_Proposals\NYCDOT\Awarded\NYCDOT_ESA_ITS\2018_HDR\HDR Team\Task Orders\2020\TO5_NYCDOT_Staffing_Task_Order_Phase2\Contract docs\Executed Master SubContract-KLD Eng_NYCDOT-ITS_TF01ESA5_SIGNED_02.06.20.pdf","Executed Master SubContract-KLD Eng_NYCDOT-ITS_TF01ESA5_SIGNED_02.06.20.pdf","3/26/2021 1:29:12 PM","3/26/2021 1:29:13 PM","702256","Archive"
